creative,uid,length,music0_mturk,music1_mturk,music2_mturk,music3_mturk,music4_mturk,music1_pred,music2_pred,music3_pred,music4_pred
HOUSE/CA17 HONDA BILLIONAIRES,TcBaIiK8je4,30,0,1,0,0,1,1,0,1,1
HOUSE/CA17 HONDA BILLIONAIRES,TcBaIiK8je4,30,0,1,0,0,1,1,0,1,1
HOUSE/CA17 HONDA BILLIONAIRES,TcBaIiK8je4,30,0,1,0,0,1,1,0,1,1
HOUSE/CA17 HONDA BILLIONAIRES,TcBaIiK8je4,30,0,1,0,0,1,1,0,1,1
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,30,0,0,1,0,0,1,1,0,0
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,30,0,0,1,0,0,1,1,0,0
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,30,0,0,1,0,0,1,1,0,0
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,30,0,0,1,0,0,1,1,0,0
HOUSE/CA22 LEE HONORED,Fb4cvCRS-oo,30,0,0,1,0,0,1,1,0,0
HOUSE/CA24 CAPPS MALDONADO WILL SAY ANYTHING,lGgF8bIfl7k,30,0,1,0,0,1,1,0,0,1
HOUSE/CA24 CAPPS MALDONADO WILL SAY ANYTHING,lGgF8bIfl7k,30,0,1,0,0,1,1,0,0,1
HOUSE/CA24 CAPPS MALDONADO WILL SAY ANYTHING,lGgF8bIfl7k,30,0,1,0,0,1,1,0,0,1
HOUSE/CA24 CAPPS MALDONADO WILL SAY ANYTHING,lGgF8bIfl7k,30,0,1,0,0,1,1,0,0,1
HOUSE/CA24 CAPPS MALDONADO WILL SAY ANYTHING,lGgF8bIfl7k,30,0,1,0,0,1,1,0,0,1
HOUSE/CA24 CAPPS NEWSPAPERS REPORT,A4Nik9niixw,30,0,1,0,0,1,1,0,1,1
HOUSE/CA24 CAPPS NEWSPAPERS REPORT,A4Nik9niixw,30,0,1,0,0,1,1,0,1,1
HOUSE/CA24 CAPPS NEWSPAPERS REPORT,A4Nik9niixw,30,0,1,0,0,1,1,0,1,1
HOUSE/CA24 CAPPS NEWSPAPERS REPORT,A4Nik9niixw,30,0,1,0,0,1,1,0,1,1
HOUSE/CA24 CAPPS NEWSPAPERS REPORT,A4Nik9niixw,30,0,0,1,0,0,1,0,1,1
HOUSE/CA24 CAPPS STANDS WITH MIDDLE CLASS FAMILIES,R1nuNWMIuL4,30,0,0,0,1,1,1,1,1,1
HOUSE/CA24 CAPPS STANDS WITH MIDDLE CLASS FAMILIES,R1nuNWMIuL4,30,0,1,1,0,1,1,1,1,1
HOUSE/CA24 CAPPS STANDS WITH MIDDLE CLASS FAMILIES,R1nuNWMIuL4,30,0,0,1,0,0,1,1,1,1
HOUSE/CA24 CAPPS STANDS WITH MIDDLE CLASS FAMILIES,R1nuNWMIuL4,30,0,0,1,0,0,1,1,1,1
HOUSE/CA24 CAPPS STANDS WITH MIDDLE CLASS FAMILIES,R1nuNWMIuL4,30,0,1,0,0,1,1,1,1,1
HOUSE/CA26 BROWNLEY STRICKLAND JUST DOESN'T GET IT,NAI-o6_2LFA,30,0,0,0,1,1,0,0,1,1
HOUSE/CA26 BROWNLEY STRICKLAND JUST DOESN'T GET IT,NAI-o6_2LFA,30,1,1,0,1,1,0,0,1,1
HOUSE/CA26 BROWNLEY STRICKLAND JUST DOESN'T GET IT,NAI-o6_2LFA,30,0,1,1,1,1,0,0,1,1
HOUSE/CA26 BROWNLEY STRICKLAND JUST DOESN'T GET IT,NAI-o6_2LFA,30,0,1,0,0,1,0,0,1,1
HOUSE/CA26 BROWNLEY STRICKLAND JUST DOESN'T GET IT,NAI-o6_2LFA,30,0,0,0,1,1,0,0,1,1
HOUSE/CA33 LIEU SON OF HARD WORKING IMMIGRANT PARENTS,0zz2Fk08d5U,30,0,0,1,0,0,0,1,0,0
HOUSE/CA33 LIEU SON OF HARD WORKING IMMIGRANT PARENTS,0zz2Fk08d5U,30,0,0,1,0,0,0,1,0,0
HOUSE/CA33 LIEU SON OF HARD WORKING IMMIGRANT PARENTS,0zz2Fk08d5U,30,0,0,1,0,0,0,1,0,0
HOUSE/CA33 LIEU SON OF HARD WORKING IMMIGRANT PARENTS,0zz2Fk08d5U,30,0,0,1,0,0,0,1,0,0
HOUSE/CA33 LIEU SON OF HARD WORKING IMMIGRANT PARENTS,0zz2Fk08d5U,30,0,0,1,0,0,0,1,0,0
HOUSE/CA33 WAXMAN BLOOMFIELD'S RECORD,4P4AOTy2uGc,30,0,0,1,0,0,1,0,1,1
HOUSE/CA33 WAXMAN BLOOMFIELD'S RECORD,4P4AOTy2uGc,30,0,1,0,0,1,1,0,1,1
HOUSE/CA33 WAXMAN BLOOMFIELD'S RECORD,4P4AOTy2uGc,30,0,0,1,0,0,1,0,1,1
HOUSE/CA33 WAXMAN BLOOMFIELD'S RECORD,4P4AOTy2uGc,30,0,1,0,0,1,1,0,1,1
HOUSE/CA33 WAXMAN BLOOMFIELD'S RECORD,4P4AOTy2uGc,30,0,0,1,0,0,1,0,1,1
HOUSE/CA36 BONO-MACK MY DAD,G-1oKLMhiQ4,30,0,0,1,0,0,0,1,1,1
HOUSE/CA36 BONO-MACK MY DAD,G-1oKLMhiQ4,30,0,0,1,0,0,0,1,1,1
HOUSE/CA36 BONO-MACK MY DAD,G-1oKLMhiQ4,30,0,0,1,0,0,0,1,1,1
HOUSE/CA36 BONO-MACK MY DAD,G-1oKLMhiQ4,30,0,0,0,1,1,0,1,1,1
HOUSE/CA36 BONO-MACK MY DAD,G-1oKLMhiQ4,30,0,0,0,1,1,0,1,1,1
HOUSE/CA36 BONO-MACK RUIZ WALKING IN THE LAND OF GIANTS,mbx1XVof114,30,0,1,0,0,1,0,1,0,0
HOUSE/CA36 BONO-MACK RUIZ WALKING IN THE LAND OF GIANTS,mbx1XVof114,30,0,1,0,0,1,0,1,0,0
HOUSE/CA36 BONO-MACK RUIZ WALKING IN THE LAND OF GIANTS,mbx1XVof114,30,0,1,0,0,1,0,1,0,0
HOUSE/CA36 BONO-MACK RUIZ WALKING IN THE LAND OF GIANTS,mbx1XVof114,30,0,1,0,0,1,0,1,0,0
HOUSE/CA36 BONO-MACK RUIZ WALKING IN THE LAND OF GIANTS,mbx1XVof114,30,0,1,0,0,1,0,1,0,0
HOUSE/CA36 RUIZ HERBERT JACKSON,WvBfEk-uuWw,30,0,0,1,0,0,0,1,1,0
HOUSE/CA36 RUIZ HERBERT JACKSON,WvBfEk-uuWw,30,0,0,0,1,1,0,1,1,0
HOUSE/CA36 RUIZ HERBERT JACKSON,WvBfEk-uuWw,30,0,0,1,1,1,0,1,1,0
HOUSE/CA36 RUIZ HERBERT JACKSON,WvBfEk-uuWw,30,0,0,1,0,0,0,1,1,0
HOUSE/CA36 RUIZ HERBERT JACKSON,WvBfEk-uuWw,30,0,0,1,0,0,0,1,1,0
HOUSE/CA52 DCCC&PETERS ACTIONS SPEAK LOUDER THAN WORDS,9bAuOfdhUX4,30,0,0,0,1,1,1,1,0,1
HOUSE/CA52 DCCC&PETERS ACTIONS SPEAK LOUDER THAN WORDS,9bAuOfdhUX4,30,0,1,1,0,1,1,1,0,1
HOUSE/CA52 DCCC&PETERS ACTIONS SPEAK LOUDER THAN WORDS,9bAuOfdhUX4,30,0,1,1,0,1,1,1,0,1
HOUSE/CA52 DCCC&PETERS ACTIONS SPEAK LOUDER THAN WORDS,9bAuOfdhUX4,30,0,0,1,0,0,1,1,0,1
HOUSE/CA52 DCCC&PETERS ACTIONS SPEAK LOUDER THAN WORDS,9bAuOfdhUX4,30,0,1,1,0,1,1,1,0,1
HOUSE/CA52 DEMAIO FIX A BROKEN CONGRESS,5NpF2xJpvro,30,0,0,1,0,0,1,1,0,0
HOUSE/CA52 DEMAIO FIX A BROKEN CONGRESS,5NpF2xJpvro,30,1,0,1,0,0,1,1,0,0
HOUSE/CA52 DEMAIO FIX A BROKEN CONGRESS,5NpF2xJpvro,30,0,0,1,0,0,1,1,0,0
HOUSE/CA52 DEMAIO FIX A BROKEN CONGRESS,5NpF2xJpvro,30,0,0,1,0,0,1,1,0,0
HOUSE/CA52 DEMAIO FIX A BROKEN CONGRESS,5NpF2xJpvro,30,0,0,1,0,0,1,1,0,0
HOUSE/CA52 DEMAIO SCOTT PETERS IS LYING,cWu-Tk52aBg,30,0,1,0,0,1,1,1,0,1
HOUSE/CA52 DEMAIO SCOTT PETERS IS LYING,cWu-Tk52aBg,30,0,1,1,0,1,1,1,0,1
HOUSE/CA52 DEMAIO SCOTT PETERS IS LYING,cWu-Tk52aBg,30,0,0,1,1,1,1,1,0,1
HOUSE/CA52 DEMAIO SCOTT PETERS IS LYING,cWu-Tk52aBg,30,0,1,1,0,1,1,1,0,1
HOUSE/CA52 DEMAIO SCOTT PETERS IS LYING,cWu-Tk52aBg,30,0,1,0,0,1,1,1,0,1
HOUSE/CA52 PETERS BUDGET,PSaKi6HqLqE,30,0,0,1,0,0,1,0,1,1
HOUSE/CA52 PETERS BUDGET,PSaKi6HqLqE,30,0,0,1,0,0,1,0,1,1
HOUSE/CA52 PETERS BUDGET,PSaKi6HqLqE,30,0,0,1,0,0,1,0,1,1
HOUSE/CA52 PETERS BUDGET,PSaKi6HqLqE,30,0,0,1,0,0,1,0,1,1
HOUSE/CA52 PETERS BUDGET,PSaKi6HqLqE,30,0,0,1,0,0,1,0,1,1
HOUSE/CA52 PETERS OFF TO SCHOOL,YisGeUbvQL4,30,0,0,1,1,1,1,0,0,1
HOUSE/CA52 PETERS OFF TO SCHOOL,YisGeUbvQL4,30,0,1,0,0,1,1,0,0,1
HOUSE/CA52 PETERS OFF TO SCHOOL,YisGeUbvQL4,30,0,0,1,1,1,1,0,0,1
HOUSE/CA52 PETERS OFF TO SCHOOL,YisGeUbvQL4,30,0,0,1,1,1,1,0,0,1
HOUSE/CA52 PETERS OFF TO SCHOOL,YisGeUbvQL4,30,0,0,1,1,1,1,0,0,1
HOUSE/CO03 PACE AMERICAN STEEL,fb1V4-9CCiE,30,0,0,1,0,0,0,1,1,1
HOUSE/CO03 PACE AMERICAN STEEL,fb1V4-9CCiE,30,0,0,1,0,0,0,1,1,1
HOUSE/CO03 PACE AMERICAN STEEL,fb1V4-9CCiE,30,0,0,1,0,0,0,1,1,1
HOUSE/CO03 PACE AMERICAN STEEL,fb1V4-9CCiE,30,0,0,1,0,0,0,1,1,1
HOUSE/CO03 PACE AMERICAN STEEL,fb1V4-9CCiE,30,0,0,1,0,0,0,1,1,1
HOUSE/CO03 TIPTON PACE LOVES TAXES,2S-la5mNzbM,30,0,0,0,1,1,1,1,0,1
HOUSE/CO03 TIPTON PACE LOVES TAXES,2S-la5mNzbM,30,0,1,0,0,1,1,1,0,1
HOUSE/CO03 TIPTON PACE LOVES TAXES,2S-la5mNzbM,30,0,1,0,0,1,1,1,0,1
HOUSE/CO03 TIPTON PACE LOVES TAXES,2S-la5mNzbM,30,0,1,0,1,1,1,1,0,1
HOUSE/CO03 TIPTON PACE LOVES TAXES,2S-la5mNzbM,30,0,1,0,0,1,1,1,0,1
HOUSE/CO03 TIPTON PACE WE KNOW,k9UNQpcFKug,30,0,1,0,0,1,1,0,1,1
HOUSE/CO03 TIPTON PACE WE KNOW,k9UNQpcFKug,30,0,1,0,0,1,1,0,1,1
HOUSE/CO03 TIPTON PACE WE KNOW,k9UNQpcFKug,30,0,1,0,0,1,1,0,1,1
HOUSE/CO03 TIPTON PACE WE KNOW,k9UNQpcFKug,30,0,1,0,0,1,1,0,1,1
HOUSE/CO03 TIPTON PACE WE KNOW,k9UNQpcFKug,30,0,1,0,0,1,1,0,1,1
HOUSE/CO03 TIPTON&NRCC MEDICARE PROMISE,PdwZ3juXmd4,30,0,0,1,0,0,1,1,0,1
HOUSE/CO03 TIPTON&NRCC MEDICARE PROMISE,PdwZ3juXmd4,30,0,0,1,0,0,1,1,0,1
HOUSE/CO03 TIPTON&NRCC MEDICARE PROMISE,PdwZ3juXmd4,30,0,0,1,0,0,1,1,0,1
HOUSE/CO03 TIPTON&NRCC MEDICARE PROMISE,PdwZ3juXmd4,30,0,1,1,0,1,1,1,0,1
HOUSE/CO03 TIPTON&NRCC MEDICARE PROMISE,PdwZ3juXmd4,30,0,0,1,0,0,1,1,0,1
HOUSE/CO05 HALTER 32 YEARS IN THE AIRFORCE,g1sSt5WPTng,30,0,1,0,0,1,0,1,0,0
HOUSE/CO05 HALTER 32 YEARS IN THE AIRFORCE,g1sSt5WPTng,30,0,0,1,0,0,0,1,0,0
HOUSE/CO05 HALTER 32 YEARS IN THE AIRFORCE,g1sSt5WPTng,30,0,0,1,0,0,0,1,0,0
HOUSE/CO05 HALTER 32 YEARS IN THE AIRFORCE,g1sSt5WPTng,30,0,0,1,0,0,0,1,0,0
HOUSE/CO05 HALTER 32 YEARS IN THE AIRFORCE,g1sSt5WPTng,30,0,0,1,0,0,0,1,0,0
HOUSE/CO06 MIKLOSI WHEN,QCsTkaBqrco,30,0,0,0,1,1,0,1,0,0
HOUSE/CO06 MIKLOSI WHEN,QCsTkaBqrco,30,0,0,1,0,0,0,1,0,0
HOUSE/CO06 MIKLOSI WHEN,QCsTkaBqrco,30,0,1,0,0,1,0,1,0,0
HOUSE/CO06 MIKLOSI WHEN,QCsTkaBqrco,30,0,0,1,0,0,0,1,0,0
HOUSE/CO06 MIKLOSI WHEN,QCsTkaBqrco,30,0,0,1,0,0,0,1,0,0
HOUSE/CO06 ROMANOFF KAREN,LDMWbJOiHvo,30,0,0,0,1,1,1,0,0,1
HOUSE/CO06 ROMANOFF KAREN,LDMWbJOiHvo,30,0,1,0,1,1,1,0,0,1
HOUSE/CO06 ROMANOFF KAREN,LDMWbJOiHvo,30,0,0,1,1,1,1,0,0,1
HOUSE/CO06 ROMANOFF KAREN,LDMWbJOiHvo,30,0,1,0,1,1,1,0,0,1
HOUSE/CO06 ROMANOFF KAREN,LDMWbJOiHvo,30,0,0,0,1,1,1,0,0,1
HOUSE/CO07 COORS PERLMUTTER EXTREME,jlS6MWGfo5Q,30,0,1,0,0,1,0,1,1,0
HOUSE/CO07 COORS PERLMUTTER EXTREME,jlS6MWGfo5Q,30,0,0,0,1,1,0,1,1,0
HOUSE/CO07 COORS PERLMUTTER EXTREME,jlS6MWGfo5Q,30,0,1,0,0,1,0,1,1,0
HOUSE/CO07 COORS PERLMUTTER EXTREME,jlS6MWGfo5Q,30,0,1,0,1,1,0,1,1,0
HOUSE/CO07 COORS PERLMUTTER EXTREME,jlS6MWGfo5Q,30,0,1,0,1,1,0,1,1,0
HOUSE/CO07 COORS THAT'S NOT ME,-MtJUPt-Lng,30,0,0,1,0,0,1,1,0,0
HOUSE/CO07 COORS THAT'S NOT ME,-MtJUPt-Lng,30,0,0,1,0,0,1,1,0,0
HOUSE/CO07 COORS THAT'S NOT ME,-MtJUPt-Lng,30,0,0,1,0,0,1,1,0,0
HOUSE/CO07 COORS THAT'S NOT ME,-MtJUPt-Lng,30,0,0,1,0,0,1,1,0,0
HOUSE/CO07 COORS THAT'S NOT ME,-MtJUPt-Lng,30,0,0,1,0,0,1,1,0,0
HOUSE/FL02 GRAHAM NEGATIVE ADS SO FALSE,Q8sG3nupAss,30,0,1,0,0,1,0,1,0,0
HOUSE/FL02 GRAHAM NEGATIVE ADS SO FALSE,Q8sG3nupAss,30,0,0,1,0,0,0,1,0,0
HOUSE/FL02 GRAHAM NEGATIVE ADS SO FALSE,Q8sG3nupAss,30,0,0,1,0,0,0,1,0,0
HOUSE/FL02 GRAHAM NEGATIVE ADS SO FALSE,Q8sG3nupAss,30,0,0,1,0,0,0,1,0,0
HOUSE/FL02 GRAHAM NEGATIVE ADS SO FALSE,Q8sG3nupAss,30,0,0,1,0,0,0,1,0,0
HOUSE/FL03 YOHO PIGS AT THE TROUGH REV,HkVG1StqOzQ,30,0,0,1,0,0,0,1,0,0
HOUSE/FL03 YOHO PIGS AT THE TROUGH REV,HkVG1StqOzQ,30,0,0,1,0,0,0,1,0,0
HOUSE/FL03 YOHO PIGS AT THE TROUGH REV,HkVG1StqOzQ,30,0,0,1,0,0,0,1,0,0
HOUSE/FL03 YOHO PIGS AT THE TROUGH REV,HkVG1StqOzQ,30,0,0,1,0,0,0,1,0,0
HOUSE/FL03 YOHO PIGS AT THE TROUGH REV,HkVG1StqOzQ,30,0,0,1,0,0,0,1,0,0
HOUSE/FL16 FITZGERALD&DCCC ABSOLUTELY SICK,R2aWFhhapuo,30,0,1,1,1,1,0,1,0,0
HOUSE/FL16 FITZGERALD&DCCC ABSOLUTELY SICK,R2aWFhhapuo,30,0,0,0,1,1,0,1,0,0
HOUSE/FL16 FITZGERALD&DCCC ABSOLUTELY SICK,R2aWFhhapuo,30,0,0,1,1,1,0,1,0,0
HOUSE/FL16 FITZGERALD&DCCC ABSOLUTELY SICK,R2aWFhhapuo,30,0,0,1,0,0,0,1,0,0
HOUSE/FL16 FITZGERALD&DCCC ABSOLUTELY SICK,R2aWFhhapuo,30,0,0,1,0,0,0,1,0,0
HOUSE/FL18 MURPHY HAVEN'T STOPPED MOVING,05dXNSz7e3o,30,0,0,1,0,0,0,1,0,0
HOUSE/FL18 MURPHY HAVEN'T STOPPED MOVING,05dXNSz7e3o,30,0,0,1,0,0,0,1,0,0
HOUSE/FL18 MURPHY HAVEN'T STOPPED MOVING,05dXNSz7e3o,30,0,0,1,0,0,0,1,0,0
HOUSE/FL18 MURPHY HAVEN'T STOPPED MOVING,05dXNSz7e3o,30,0,0,1,0,0,0,1,0,0
HOUSE/FL18 MURPHY HAVEN'T STOPPED MOVING,05dXNSz7e3o,30,0,0,1,0,0,0,1,0,0
HOUSE/FL18 MURPHY UNIQUE CHARACTER,hdDcnIMXPyY,30,0,0,1,0,0,0,1,0,0
HOUSE/FL18 MURPHY UNIQUE CHARACTER,hdDcnIMXPyY,30,0,0,1,0,0,0,1,0,0
HOUSE/FL18 MURPHY UNIQUE CHARACTER,hdDcnIMXPyY,30,0,0,1,0,0,0,1,0,0
HOUSE/FL18 MURPHY UNIQUE CHARACTER,hdDcnIMXPyY,30,0,0,1,0,0,0,1,0,0
HOUSE/FL18 MURPHY UNIQUE CHARACTER,hdDcnIMXPyY,30,0,0,1,0,0,0,1,0,0
HOUSE/FL18 MURPHY WE'RE ALL SUPPORTING PATRICK MURPHY,SdODyl-tFE0,30,0,0,1,0,0,0,1,0,0
HOUSE/FL18 MURPHY WE'RE ALL SUPPORTING PATRICK MURPHY,SdODyl-tFE0,30,0,0,1,0,0,0,1,0,0
HOUSE/FL18 MURPHY WE'RE ALL SUPPORTING PATRICK MURPHY,SdODyl-tFE0,30,0,0,1,0,0,0,1,0,0
HOUSE/FL18 MURPHY WE'RE ALL SUPPORTING PATRICK MURPHY,SdODyl-tFE0,30,0,0,1,0,0,0,1,0,0
HOUSE/FL18 MURPHY WE'RE ALL SUPPORTING PATRICK MURPHY,SdODyl-tFE0,30,0,0,1,0,0,0,1,0,0
HOUSE/FL22 FRANKEL SAID TWO YEARS AGO,xr2PwjeQS2Y,30,0,1,0,0,1,0,1,1,0
HOUSE/FL22 FRANKEL SAID TWO YEARS AGO,xr2PwjeQS2Y,30,0,0,1,0,0,0,1,1,0
HOUSE/FL22 FRANKEL SAID TWO YEARS AGO,xr2PwjeQS2Y,30,0,0,1,0,0,0,1,1,0
HOUSE/FL22 FRANKEL SAID TWO YEARS AGO,xr2PwjeQS2Y,30,0,0,1,0,0,0,1,1,0
HOUSE/FL22 FRANKEL SAID TWO YEARS AGO,xr2PwjeQS2Y,30,0,0,1,0,0,0,1,1,0
HOUSE/FL22 HASNER IT'S ABOUT MATH,LqyHzYn9VkI,30,0,0,1,0,0,0,1,1,0
HOUSE/FL22 HASNER IT'S ABOUT MATH,LqyHzYn9VkI,30,0,0,1,0,0,0,1,1,0
HOUSE/FL22 HASNER IT'S ABOUT MATH,LqyHzYn9VkI,30,0,0,0,1,1,0,1,1,0
HOUSE/FL22 HASNER IT'S ABOUT MATH,LqyHzYn9VkI,30,0,0,1,0,0,0,1,1,0
HOUSE/FL22 HASNER IT'S ABOUT MATH,LqyHzYn9VkI,30,0,0,0,1,1,0,1,1,0
HOUSE/GA12 ALLEN LIE OF THE YEAR,zBSOMhEjur4,30,0,0,1,1,1,0,1,0,0
HOUSE/GA12 ALLEN LIE OF THE YEAR,zBSOMhEjur4,30,0,0,0,1,1,0,1,0,0
HOUSE/GA12 ALLEN LIE OF THE YEAR,zBSOMhEjur4,30,0,1,1,0,1,0,1,0,0
HOUSE/GA12 ALLEN LIE OF THE YEAR,zBSOMhEjur4,30,0,1,1,0,1,0,1,0,0
HOUSE/GA12 ALLEN LIE OF THE YEAR,zBSOMhEjur4,30,0,1,0,0,1,0,1,0,0
HOUSE/GA12 BARROW GET A DOG,9pcHZ0Gx4K0,30,0,0,1,0,0,0,1,0,0
HOUSE/GA12 BARROW GET A DOG,9pcHZ0Gx4K0,30,0,0,1,0,0,0,1,0,0
HOUSE/GA12 BARROW GET A DOG,9pcHZ0Gx4K0,30,0,0,1,0,0,0,1,0,0
HOUSE/GA12 BARROW GET A DOG,9pcHZ0Gx4K0,30,0,0,1,0,0,0,1,0,0
HOUSE/GA12 BARROW GET A DOG,9pcHZ0Gx4K0,30,0,0,1,0,0,0,1,0,0
HOUSE/GA12 BARROW GET ANYTHING DONE,BKvzvEegbLQ,30,0,0,1,0,0,0,1,0,0
HOUSE/GA12 BARROW GET ANYTHING DONE,BKvzvEegbLQ,30,0,0,1,0,0,0,1,0,0
HOUSE/GA12 BARROW GET ANYTHING DONE,BKvzvEegbLQ,30,0,0,0,1,1,0,1,0,0
HOUSE/GA12 BARROW GET ANYTHING DONE,BKvzvEegbLQ,30,0,0,1,0,0,0,1,0,0
HOUSE/GA12 BARROW GET ANYTHING DONE,BKvzvEegbLQ,30,0,0,1,0,0,0,1,0,0
HOUSE/GA12 BARROW PORT OF SAVANNAH,ogaGZpdvBCg,30,0,0,1,0,0,0,1,0,0
HOUSE/GA12 BARROW PORT OF SAVANNAH,ogaGZpdvBCg,30,0,0,1,0,0,0,1,0,0
HOUSE/GA12 BARROW PORT OF SAVANNAH,ogaGZpdvBCg,30,0,0,1,0,0,0,1,0,0
HOUSE/GA12 BARROW PORT OF SAVANNAH,ogaGZpdvBCg,30,0,0,1,0,0,0,1,0,0
HOUSE/GA12 BARROW PORT OF SAVANNAH,ogaGZpdvBCg,30,0,0,1,0,0,0,1,0,0
HOUSE/HI01 DCCC&TAKAI CHAMPION FOR OUR FAMILIES,cPY7H8GRXw0,30,0,0,1,0,0,0,1,0,1
HOUSE/HI01 DCCC&TAKAI CHAMPION FOR OUR FAMILIES,cPY7H8GRXw0,30,0,0,1,0,0,0,1,0,1
HOUSE/HI01 DCCC&TAKAI CHAMPION FOR OUR FAMILIES,cPY7H8GRXw0,30,0,1,1,0,1,0,1,0,1
HOUSE/HI01 DCCC&TAKAI CHAMPION FOR OUR FAMILIES,cPY7H8GRXw0,30,0,0,1,0,0,0,1,0,1
HOUSE/HI01 DCCC&TAKAI CHAMPION FOR OUR FAMILIES,cPY7H8GRXw0,30,0,0,1,0,0,0,1,0,1
HOUSE/HI01 DCCC&TAKAI OUR VALUES,aiQ7y167qRM,30,0,0,0,1,1,0,1,0,0
HOUSE/HI01 DCCC&TAKAI OUR VALUES,aiQ7y167qRM,30,0,0,0,1,1,0,1,0,0
HOUSE/HI01 DCCC&TAKAI OUR VALUES,aiQ7y167qRM,30,0,0,0,1,1,0,1,0,0
HOUSE/HI01 DCCC&TAKAI OUR VALUES,aiQ7y167qRM,30,0,0,1,0,0,0,1,0,0
HOUSE/HI01 DCCC&TAKAI OUR VALUES,aiQ7y167qRM,30,0,1,1,1,1,0,1,0,0
HOUSE/HI01 HANABUSA DANIEL AKAKA ENDORSEMENT,iJXMR59ZH1A,60,0,0,1,0,0,0,1,0,0
HOUSE/HI01 HANABUSA DANIEL AKAKA ENDORSEMENT,iJXMR59ZH1A,60,0,0,0,0,0,0,1,0,0
HOUSE/HI01 HANABUSA DANIEL AKAKA ENDORSEMENT,iJXMR59ZH1A,60,0,0,1,0,0,0,1,0,0
HOUSE/HI01 HANABUSA DANIEL AKAKA ENDORSEMENT,iJXMR59ZH1A,60,1,0,0,0,0,0,1,0,0
HOUSE/HI01 HANABUSA DANIEL AKAKA ENDORSEMENT,iJXMR59ZH1A,60,0,0,1,0,0,0,1,0,0
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,30,0,0,1,0,0,0,1,0,0
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,30,0,0,1,0,0,0,1,0,0
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,30,0,0,1,0,0,0,1,0,0
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,30,0,0,1,0,0,0,1,0,0
HOUSE/IA01 BLUM GREW UP,wyU9U-BSCPY,30,0,0,1,0,0,0,1,0,0
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,30,0,0,1,0,0,0,1,0,0
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,30,0,0,1,0,0,0,1,0,0
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,30,0,0,1,0,0,0,1,0,0
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,30,0,0,1,0,0,0,1,0,0
HOUSE/IA01 BLUM MALCOLM STEWART,ikq1ODpxLn8,30,0,0,1,0,0,0,1,0,0
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,30,0,0,1,0,0,0,1,0,1
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,30,0,0,1,0,0,0,1,0,1
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,30,0,0,1,0,0,0,1,0,1
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,30,0,0,1,0,0,0,1,0,1
HOUSE/IA01 MURPHY 268 MILLIONAIRES,Rnmh2--XxWw,30,0,0,1,0,0,0,1,0,1
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,30,0,1,1,0,1,1,1,0,1
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,30,0,1,0,0,1,1,1,0,1
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,30,0,1,1,0,1,1,1,0,1
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,30,0,1,1,0,1,1,1,0,1
HOUSE/IA02 LOEBSACK ANOTHER JOB,y4LpqpQ5OY4,30,0,0,1,0,0,1,1,0,1
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,30,0,0,1,0,0,0,1,0,1
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,30,0,0,1,0,0,0,1,0,1
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,30,0,0,1,0,0,0,1,0,1
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,30,0,0,1,0,0,0,1,0,1
HOUSE/IA02 LOEBSACK THESE DOORS,Uz2D_oQH4U0,30,0,1,1,0,1,0,1,0,1
HOUSE/IA03 APPEL HARD WORK AND DETERMINATION,7pskhoYUWaY,30,0,0,1,0,0,0,1,0,1
HOUSE/IA03 APPEL HARD WORK AND DETERMINATION,7pskhoYUWaY,30,0,0,1,0,0,0,1,0,1
HOUSE/IA03 APPEL HARD WORK AND DETERMINATION,7pskhoYUWaY,30,0,0,1,0,0,0,1,0,1
HOUSE/IA03 APPEL HARD WORK AND DETERMINATION,7pskhoYUWaY,30,0,0,1,0,0,0,1,0,1
