creative,uid,issue,desc,mturk,pred
HOUSE/CA36 BONO-MACK MY DAD,G-1oKLMhiQ4,issue35,Gambling,0,0
HOUSE/CA36 BONO-MACK MY DAD,G-1oKLMhiQ4,issue35,Gambling,0,0
HOUSE/CA36 BONO-MACK MY DAD,G-1oKLMhiQ4,issue35,Gambling,0,0
HOUSE/CA36 NESTANDE SUFFERING,nHX4zfE7H0o,congmt,Congress,1,0
HOUSE/CA36 NESTANDE SUFFERING,nHX4zfE7H0o,congmt,Congress,0,0
HOUSE/CA36 NESTANDE SUFFERING,nHX4zfE7H0o,congmt,Congress,0,0
HOUSE/CA36 NESTANDE SUFFERING,nHX4zfE7H0o,congmt,Congress,0,0
HOUSE/CA36 NESTANDE SUFFERING,nHX4zfE7H0o,congmt,Congress,0,0
HOUSE/CA36 NESTANDE THE CHOICE IS CLEAR,PXdbxCT1nfk,congmt,Congress,0,0
HOUSE/CA36 NESTANDE THE CHOICE IS CLEAR,PXdbxCT1nfk,congmt,Congress,1,0
HOUSE/CA36 NESTANDE THE CHOICE IS CLEAR,PXdbxCT1nfk,congmt,Congress,1,0
HOUSE/CA36 NESTANDE THE CHOICE IS CLEAR,PXdbxCT1nfk,congmt,Congress,0,0
HOUSE/CA36 NESTANDE THE CHOICE IS CLEAR,PXdbxCT1nfk,congmt,Congress,1,0
HOUSE/CA36 RUIZ ANDREW WALKER,KHm7Pj4HWCg,issue62,Veterans,1,1
HOUSE/CA36 RUIZ ANDREW WALKER,KHm7Pj4HWCg,issue62,Veterans,1,1
HOUSE/CA36 RUIZ ANDREW WALKER,KHm7Pj4HWCg,issue62,Veterans,1,1
HOUSE/CA36 RUIZ ANDREW WALKER,KHm7Pj4HWCg,issue62,Veterans,1,1
HOUSE/CA36 RUIZ ANDREW WALKER,KHm7Pj4HWCg,issue62,Veterans,1,1
HOUSE/CA36 RUIZ BONO-MACK HAS CHANGED,W5H0SUnZ5Ik,issue53,Healthcare,1,1
HOUSE/CA36 RUIZ BONO-MACK HAS CHANGED,W5H0SUnZ5Ik,issue53,Healthcare,1,1
HOUSE/CA36 RUIZ BONO-MACK HAS CHANGED,W5H0SUnZ5Ik,issue53,Healthcare,1,1
HOUSE/CA36 RUIZ BONO-MACK HAS CHANGED,W5H0SUnZ5Ik,issue53,Healthcare,1,1
HOUSE/CA36 RUIZ BONO-MACK HAS CHANGED,W5H0SUnZ5Ik,issue53,Healthcare,1,1
HOUSE/CA36 RUIZ THE GOOD LIFE,ILYG3qLolJg,issue61,Foreign Policy,0,0
HOUSE/CA36 RUIZ THE GOOD LIFE,ILYG3qLolJg,issue61,Foreign Policy,0,0
HOUSE/CA36 RUIZ THE GOOD LIFE,ILYG3qLolJg,issue61,Foreign Policy,0,0
HOUSE/CA36 RUIZ THE GOOD LIFE,ILYG3qLolJg,issue61,Foreign Policy,0,0
HOUSE/CA36 RUIZ THE GOOD LIFE,ILYG3qLolJg,issue61,Foreign Policy,0,0
HOUSE/CA36 RUIZ WHAT'S HAPPENED TO BONO-MACK,qTqL8jRghno,mention4,Change,0,0
HOUSE/CA36 RUIZ WHAT'S HAPPENED TO BONO-MACK,qTqL8jRghno,mention4,Change,1,0
HOUSE/CA36 RUIZ WHAT'S HAPPENED TO BONO-MACK,qTqL8jRghno,mention4,Change,1,0
HOUSE/CA36 RUIZ WHAT'S HAPPENED TO BONO-MACK,qTqL8jRghno,mention4,Change,1,0
HOUSE/CA36 RUIZ WHAT'S HAPPENED TO BONO-MACK,qTqL8jRghno,mention4,Change,1,0
HOUSE/CA52 DEMAIO FIX A BROKEN CONGRESS,5NpF2xJpvro,issue36,Euthanasia,0,0
HOUSE/CA52 DEMAIO FIX A BROKEN CONGRESS,5NpF2xJpvro,issue36,Euthanasia,0,0
HOUSE/CA52 DEMAIO FIX A BROKEN CONGRESS,5NpF2xJpvro,issue36,Euthanasia,0,0
HOUSE/CA52 DEMAIO FIX A BROKEN CONGRESS,5NpF2xJpvro,issue36,Euthanasia,0,0
HOUSE/CA52 DEMAIO FIX A BROKEN CONGRESS,5NpF2xJpvro,issue36,Euthanasia,0,0
HOUSE/CA52 PETERS BILBRAY AFTER TWENTY YEARS,Ra4gY5U3oew,issue10,Tax,0,1
HOUSE/CA52 PETERS BILBRAY AFTER TWENTY YEARS,Ra4gY5U3oew,issue10,Tax,1,1
HOUSE/CA52 PETERS BILBRAY AFTER TWENTY YEARS,Ra4gY5U3oew,issue10,Tax,1,1
HOUSE/CA52 PETERS BILBRAY AFTER TWENTY YEARS,Ra4gY5U3oew,issue10,Tax,1,1
HOUSE/CA52 PETERS BILBRAY AFTER TWENTY YEARS,Ra4gY5U3oew,issue10,Tax,0,1
HOUSE/CA52 PETERS BILBRAY AFTER TWENTY YEARS,Ra4gY5U3oew,issue53,Healthcare,1,1
HOUSE/CA52 PETERS BILBRAY AFTER TWENTY YEARS,Ra4gY5U3oew,issue53,Healthcare,1,1
HOUSE/CA52 PETERS BILBRAY AFTER TWENTY YEARS,Ra4gY5U3oew,issue53,Healthcare,0,1
HOUSE/CA52 PETERS BILBRAY AFTER TWENTY YEARS,Ra4gY5U3oew,issue53,Healthcare,1,1
HOUSE/CA52 PETERS BILBRAY AFTER TWENTY YEARS,Ra4gY5U3oew,issue53,Healthcare,1,1
HOUSE/CA52 PETERS DEMAIO HIDING SOMETHING,smRIEZldOG4,issue94,Pledge of Allegiance,0,0
HOUSE/CA52 PETERS DEMAIO HIDING SOMETHING,smRIEZldOG4,issue94,Pledge of Allegiance,0,0
HOUSE/CA52 PETERS DEMAIO HIDING SOMETHING,smRIEZldOG4,issue94,Pledge of Allegiance,0,0
HOUSE/CA52 PETERS DEMAIO HIDING SOMETHING,smRIEZldOG4,issue94,Pledge of Allegiance,0,0
HOUSE/CA52 PETERS DEMAIO HIDING SOMETHING,smRIEZldOG4,issue94,Pledge of Allegiance,0,0
HOUSE/CA52 PETERS MICHAEL RENSTROM,oBwuefz-vE4,republicans,Republicans,1,0
HOUSE/CA52 PETERS MICHAEL RENSTROM,oBwuefz-vE4,republicans,Republicans,1,0
HOUSE/CA52 PETERS MICHAEL RENSTROM,oBwuefz-vE4,republicans,Republicans,1,0
HOUSE/CA52 PETERS MICHAEL RENSTROM,oBwuefz-vE4,republicans,Republicans,0,0
HOUSE/CA52 PETERS MICHAEL RENSTROM,oBwuefz-vE4,republicans,Republicans,1,0
HOUSE/CA52 PETERS RIGHT THING,wTOeMRIiIPo,issue50,Education,0,0
HOUSE/CA52 PETERS RIGHT THING,wTOeMRIiIPo,issue50,Education,0,0
HOUSE/CA52 PETERS RIGHT THING,wTOeMRIiIPo,issue50,Education,1,0
HOUSE/CA52 PETERS RIGHT THING,wTOeMRIiIPo,issue50,Education,0,0
HOUSE/CA52 PETERS RIGHT THING,wTOeMRIiIPo,issue50,Education,0,0
HOUSE/CO03 TIPTON RECKLESS SPENDING,s7Mov1-1RfU,issue53,Healthcare,1,1
HOUSE/CO03 TIPTON RECKLESS SPENDING,s7Mov1-1RfU,issue53,Healthcare,1,1
HOUSE/CO03 TIPTON RECKLESS SPENDING,s7Mov1-1RfU,issue53,Healthcare,1,1
HOUSE/CO03 TIPTON RECKLESS SPENDING,s7Mov1-1RfU,issue53,Healthcare,1,1
HOUSE/CO03 TIPTON RECKLESS SPENDING,s7Mov1-1RfU,issue53,Healthcare,1,1
HOUSE/CO03 TIPTON&NRCC MEDICARE PROMISE,PdwZ3juXmd4,issue11,Deficit/Budget/Debt,0,0
HOUSE/CO03 TIPTON&NRCC MEDICARE PROMISE,PdwZ3juXmd4,issue11,Deficit/Budget/Debt,1,0
HOUSE/CO03 TIPTON&NRCC MEDICARE PROMISE,PdwZ3juXmd4,issue11,Deficit/Budget/Debt,0,0
HOUSE/CO03 TIPTON&NRCC MEDICARE PROMISE,PdwZ3juXmd4,issue11,Deficit/Budget/Debt,0,0
HOUSE/CO03 TIPTON&NRCC MEDICARE PROMISE,PdwZ3juXmd4,issue11,Deficit/Budget/Debt,0,0
HOUSE/CO05 HALTER SPENDS OUR MONEY,w_ZagLBY_ws,congmt,Congress,1,0
HOUSE/CO05 HALTER SPENDS OUR MONEY,w_ZagLBY_ws,congmt,Congress,0,0
HOUSE/CO05 HALTER SPENDS OUR MONEY,w_ZagLBY_ws,congmt,Congress,0,0
HOUSE/CO05 HALTER SPENDS OUR MONEY,w_ZagLBY_ws,congmt,Congress,0,0
HOUSE/CO05 HALTER SPENDS OUR MONEY,w_ZagLBY_ws,congmt,Congress,0,0
HOUSE/CO06 COFFMAN KATIE'S LAW,WsD2CDI3fnU,issue40,Crime,1,1
HOUSE/CO06 COFFMAN KATIE'S LAW,WsD2CDI3fnU,issue40,Crime,1,1
HOUSE/CO06 COFFMAN KATIE'S LAW,WsD2CDI3fnU,issue40,Crime,1,1
HOUSE/CO06 COFFMAN KATIE'S LAW,WsD2CDI3fnU,issue40,Crime,1,1
HOUSE/CO06 COFFMAN KATIE'S LAW,WsD2CDI3fnU,issue40,Crime,0,1
HOUSE/CO06 COFFMAN MIDDLE CLASS,oDTiUDM2XYE,issue18,Employment/Jobs,1,0
HOUSE/CO06 COFFMAN MIDDLE CLASS,oDTiUDM2XYE,issue18,Employment/Jobs,1,0
HOUSE/CO06 COFFMAN MIDDLE CLASS,oDTiUDM2XYE,issue18,Employment/Jobs,1,0
HOUSE/CO06 COFFMAN MIDDLE CLASS,oDTiUDM2XYE,issue18,Employment/Jobs,1,0
HOUSE/CO06 COFFMAN MIDDLE CLASS,oDTiUDM2XYE,issue18,Employment/Jobs,1,0
HOUSE/CO06 COFFMAN SERVICE ABOVE SELF,oRqwSlXRwaM,congmt,Congress,0,0
HOUSE/CO06 COFFMAN SERVICE ABOVE SELF,oRqwSlXRwaM,congmt,Congress,1,0
HOUSE/CO06 COFFMAN SERVICE ABOVE SELF,oRqwSlXRwaM,congmt,Congress,0,0
HOUSE/CO06 COFFMAN SERVICE ABOVE SELF,oRqwSlXRwaM,congmt,Congress,0,0
HOUSE/CO06 COFFMAN SERVICE ABOVE SELF,oRqwSlXRwaM,congmt,Congress,0,0
HOUSE/CO06 COFFMAN SERVICE ABOVE SELF,oRqwSlXRwaM,issue70,Iraq,1,1
HOUSE/CO06 COFFMAN SERVICE ABOVE SELF,oRqwSlXRwaM,issue70,Iraq,1,1
HOUSE/CO06 COFFMAN SERVICE ABOVE SELF,oRqwSlXRwaM,issue70,Iraq,1,1
HOUSE/CO06 COFFMAN SERVICE ABOVE SELF,oRqwSlXRwaM,issue70,Iraq,0,1
HOUSE/CO06 COFFMAN SERVICE ABOVE SELF,oRqwSlXRwaM,issue70,Iraq,1,1
HOUSE/CT05 ESTY OUR MOM,3lrFgU5rN9A,issue82,Global Warming,0,0
HOUSE/CT05 ESTY OUR MOM,3lrFgU5rN9A,issue82,Global Warming,0,0
HOUSE/CT05 ESTY OUR MOM,3lrFgU5rN9A,issue82,Global Warming,0,0
HOUSE/CT05 ESTY OUR MOM,3lrFgU5rN9A,issue82,Global Warming,0,0
HOUSE/CT05 ESTY OUR MOM,3lrFgU5rN9A,issue82,Global Warming,0,0
HOUSE/FL02 FLDP&GRAHAM NORTH FLORIDA WAY,gq7u-VNuiCc,issue18,Employment/Jobs,1,1
HOUSE/FL02 FLDP&GRAHAM NORTH FLORIDA WAY,gq7u-VNuiCc,issue18,Employment/Jobs,1,1
HOUSE/FL02 FLDP&GRAHAM NORTH FLORIDA WAY,gq7u-VNuiCc,issue18,Employment/Jobs,1,1
HOUSE/FL02 FLDP&GRAHAM NORTH FLORIDA WAY,gq7u-VNuiCc,issue18,Employment/Jobs,1,1
HOUSE/FL02 FLDP&GRAHAM NORTH FLORIDA WAY,gq7u-VNuiCc,issue18,Employment/Jobs,1,1
HOUSE/FL02 GRAHAM DISHONESTY,2kiEoJk3oHU,issue53,Healthcare,1,1
HOUSE/FL02 GRAHAM DISHONESTY,2kiEoJk3oHU,issue53,Healthcare,1,1
HOUSE/FL02 GRAHAM DISHONESTY,2kiEoJk3oHU,issue53,Healthcare,1,1
HOUSE/FL02 GRAHAM DISHONESTY,2kiEoJk3oHU,issue53,Healthcare,1,1
HOUSE/FL02 GRAHAM DISHONESTY,2kiEoJk3oHU,issue53,Healthcare,1,1
HOUSE/FL02 LAWSON SOUTHERLAND TURNED HIS BACK ON WOMEN,P-QMpvzCsD4,issue53,Healthcare,1,1
HOUSE/FL02 LAWSON SOUTHERLAND TURNED HIS BACK ON WOMEN,P-QMpvzCsD4,issue53,Healthcare,1,1
HOUSE/FL02 LAWSON SOUTHERLAND TURNED HIS BACK ON WOMEN,P-QMpvzCsD4,issue53,Healthcare,1,1
HOUSE/FL02 LAWSON SOUTHERLAND TURNED HIS BACK ON WOMEN,P-QMpvzCsD4,issue53,Healthcare,1,1
HOUSE/FL02 LAWSON SOUTHERLAND TURNED HIS BACK ON WOMEN,P-QMpvzCsD4,issue53,Healthcare,1,1
HOUSE/FL02 LAWSON&DCCC SOUTHERLAND OUT OF TOUCH,naM3SA8Z_fI,issue18,Employment/Jobs,1,1
HOUSE/FL02 LAWSON&DCCC SOUTHERLAND OUT OF TOUCH,naM3SA8Z_fI,issue18,Employment/Jobs,1,1
HOUSE/FL02 LAWSON&DCCC SOUTHERLAND OUT OF TOUCH,naM3SA8Z_fI,issue18,Employment/Jobs,1,1
HOUSE/FL02 LAWSON&DCCC SOUTHERLAND OUT OF TOUCH,naM3SA8Z_fI,issue18,Employment/Jobs,1,1
HOUSE/FL02 LAWSON&DCCC SOUTHERLAND OUT OF TOUCH,naM3SA8Z_fI,issue18,Employment/Jobs,1,1
HOUSE/FL02 LAWSON&DCCC SOUTHERLAND OUT OF TOUCH,naM3SA8Z_fI,issue53,Healthcare,1,1
HOUSE/FL02 LAWSON&DCCC SOUTHERLAND OUT OF TOUCH,naM3SA8Z_fI,issue53,Healthcare,0,1
HOUSE/FL02 LAWSON&DCCC SOUTHERLAND OUT OF TOUCH,naM3SA8Z_fI,issue53,Healthcare,0,1
HOUSE/FL02 LAWSON&DCCC SOUTHERLAND OUT OF TOUCH,naM3SA8Z_fI,issue53,Healthcare,1,1
HOUSE/FL02 LAWSON&DCCC SOUTHERLAND OUT OF TOUCH,naM3SA8Z_fI,issue53,Healthcare,0,1
HOUSE/FL02 SOUTHERLAND MEET SAMANTHA,C1KwTMX7yPo,issue12,Government Spending,1,0
HOUSE/FL02 SOUTHERLAND MEET SAMANTHA,C1KwTMX7yPo,issue12,Government Spending,1,0
HOUSE/FL02 SOUTHERLAND MEET SAMANTHA,C1KwTMX7yPo,issue12,Government Spending,1,0
HOUSE/FL02 SOUTHERLAND MEET SAMANTHA,C1KwTMX7yPo,issue12,Government Spending,1,0
HOUSE/FL02 SOUTHERLAND MEET SAMANTHA,C1KwTMX7yPo,issue12,Government Spending,1,0
HOUSE/FL09 GRAYSON AMERICAN FLAGS,cT76BX83cr8,issue18,Employment/Jobs,1,1
HOUSE/FL09 GRAYSON AMERICAN FLAGS,cT76BX83cr8,issue18,Employment/Jobs,1,1
HOUSE/FL09 GRAYSON AMERICAN FLAGS,cT76BX83cr8,issue18,Employment/Jobs,1,1
HOUSE/FL09 GRAYSON AMERICAN FLAGS,cT76BX83cr8,issue18,Employment/Jobs,1,1
HOUSE/FL09 GRAYSON AMERICAN FLAGS,cT76BX83cr8,issue18,Employment/Jobs,1,1
HOUSE/FL16 FITZGERALD MIDDLE CLASS FAMILY LIKE MINE 60,jKpoHdVp9hE,issue36,Euthanasia,0,0
HOUSE/FL16 FITZGERALD MIDDLE CLASS FAMILY LIKE MINE 60,jKpoHdVp9hE,issue36,Euthanasia,0,0
HOUSE/FL16 FITZGERALD MIDDLE CLASS FAMILY LIKE MINE 60,jKpoHdVp9hE,issue36,Euthanasia,0,0
HOUSE/FL16 FITZGERALD MIDDLE CLASS FAMILY LIKE MINE 60,jKpoHdVp9hE,issue36,Euthanasia,0,0
HOUSE/FL16 FITZGERALD MIDDLE CLASS FAMILY LIKE MINE 60,jKpoHdVp9hE,issue36,Euthanasia,0,0
HOUSE/FL18 MURPHY FLORIDA'S WATERS,2jqSd3_X4Vo,republicans,Republicans,1,0
HOUSE/FL18 MURPHY FLORIDA'S WATERS,2jqSd3_X4Vo,republicans,Republicans,1,0
HOUSE/FL18 MURPHY FLORIDA'S WATERS,2jqSd3_X4Vo,republicans,Republicans,1,0
HOUSE/FL18 MURPHY FLORIDA'S WATERS,2jqSd3_X4Vo,republicans,Republicans,0,0
HOUSE/FL18 MURPHY FLORIDA'S WATERS,2jqSd3_X4Vo,republicans,Republicans,1,0
HOUSE/FL18 MURPHY REALLY DELIVERS,fx6nkBCCsXI,congmt,Congress,1,1
HOUSE/FL18 MURPHY REALLY DELIVERS,fx6nkBCCsXI,congmt,Congress,1,1
HOUSE/FL18 MURPHY REALLY DELIVERS,fx6nkBCCsXI,congmt,Congress,0,1
HOUSE/FL18 MURPHY REALLY DELIVERS,fx6nkBCCsXI,congmt,Congress,1,1
HOUSE/FL18 MURPHY REALLY DELIVERS,fx6nkBCCsXI,congmt,Congress,1,1
HOUSE/FL18 MURPHY WE'RE ALL SUPPORTING PATRICK MURPHY,SdODyl-tFE0,republicans,Republicans,0,0
HOUSE/FL18 MURPHY WE'RE ALL SUPPORTING PATRICK MURPHY,SdODyl-tFE0,republicans,Republicans,1,0
HOUSE/FL18 MURPHY WE'RE ALL SUPPORTING PATRICK MURPHY,SdODyl-tFE0,republicans,Republicans,1,0
HOUSE/FL18 MURPHY WE'RE ALL SUPPORTING PATRICK MURPHY,SdODyl-tFE0,republicans,Republicans,0,0
HOUSE/FL18 MURPHY WE'RE ALL SUPPORTING PATRICK MURPHY,SdODyl-tFE0,republicans,Republicans,0,0
HOUSE/FL22 FRANKEL KIDS LEARN BUT NOT LIKE THIS,bM4h8-In52A,issue11,Deficit/Budget/Debt,1,1
HOUSE/FL22 FRANKEL KIDS LEARN BUT NOT LIKE THIS,bM4h8-In52A,issue11,Deficit/Budget/Debt,1,1
HOUSE/FL22 FRANKEL KIDS LEARN BUT NOT LIKE THIS,bM4h8-In52A,issue11,Deficit/Budget/Debt,1,1
HOUSE/FL22 FRANKEL KIDS LEARN BUT NOT LIKE THIS,bM4h8-In52A,issue11,Deficit/Budget/Debt,0,1
HOUSE/FL22 FRANKEL KIDS LEARN BUT NOT LIKE THIS,bM4h8-In52A,issue11,Deficit/Budget/Debt,0,1
HOUSE/FL22 HASNER START,v_hIyxRyvXk,issue22,Economy,0,0
HOUSE/FL22 HASNER START,v_hIyxRyvXk,issue22,Economy,0,0
HOUSE/FL22 HASNER START,v_hIyxRyvXk,issue22,Economy,0,0
HOUSE/FL22 HASNER START,v_hIyxRyvXk,issue22,Economy,0,0
HOUSE/FL22 HASNER START,v_hIyxRyvXk,issue22,Economy,0,0
HOUSE/GA01 MESSINGER FOCUS RESOURCES,q4EqHA-1lQY,issue22,Economy,1,1
HOUSE/GA01 MESSINGER FOCUS RESOURCES,q4EqHA-1lQY,issue22,Economy,0,1
HOUSE/GA01 MESSINGER FOCUS RESOURCES,q4EqHA-1lQY,issue22,Economy,1,1
HOUSE/GA01 MESSINGER FOCUS RESOURCES,q4EqHA-1lQY,issue22,Economy,1,1
HOUSE/GA01 MESSINGER FOCUS RESOURCES,q4EqHA-1lQY,issue22,Economy,0,1
HOUSE/GA12 ALLEN BARROWS ATTACKS,rwGuXQak7x0,prsment,Barack Obama,1,1
HOUSE/GA12 ALLEN BARROWS ATTACKS,rwGuXQak7x0,prsment,Barack Obama,1,1
HOUSE/GA12 ALLEN BARROWS ATTACKS,rwGuXQak7x0,prsment,Barack Obama,1,1
HOUSE/GA12 ALLEN BARROWS ATTACKS,rwGuXQak7x0,prsment,Barack Obama,1,1
HOUSE/GA12 ALLEN BARROWS ATTACKS,rwGuXQak7x0,prsment,Barack Obama,1,1
HOUSE/GA12 ALLEN WANTS OUR TRUST AGAIN,79j1jxny4SY,prsment,Barack Obama,1,1
HOUSE/GA12 ALLEN WANTS OUR TRUST AGAIN,79j1jxny4SY,prsment,Barack Obama,1,1
HOUSE/GA12 ALLEN WANTS OUR TRUST AGAIN,79j1jxny4SY,prsment,Barack Obama,1,1
HOUSE/GA12 ALLEN WANTS OUR TRUST AGAIN,79j1jxny4SY,prsment,Barack Obama,1,1
HOUSE/GA12 ALLEN WANTS OUR TRUST AGAIN,79j1jxny4SY,prsment,Barack Obama,1,1
HOUSE/GA12 BARROW ENERGY INDEPENDENT,ARHyWdHI2ZA,issue34,Affirmative Action,0,0
HOUSE/GA12 BARROW ENERGY INDEPENDENT,ARHyWdHI2ZA,issue34,Affirmative Action,0,0
HOUSE/GA12 BARROW ENERGY INDEPENDENT,ARHyWdHI2ZA,issue34,Affirmative Action,0,0
HOUSE/GA12 BARROW ENERGY INDEPENDENT,ARHyWdHI2ZA,issue34,Affirmative Action,0,0
HOUSE/GA12 BARROW ENERGY INDEPENDENT,ARHyWdHI2ZA,issue34,Affirmative Action,0,0
HOUSE/GA12 BARROW PORT OF SAVANNAH,ogaGZpdvBCg,issue16,Business,1,0
HOUSE/GA12 BARROW PORT OF SAVANNAH,ogaGZpdvBCg,issue16,Business,0,0
HOUSE/GA12 BARROW PORT OF SAVANNAH,ogaGZpdvBCg,issue16,Business,0,0
HOUSE/GA12 BARROW PORT OF SAVANNAH,ogaGZpdvBCg,issue16,Business,0,0
HOUSE/GA12 BARROW PORT OF SAVANNAH,ogaGZpdvBCg,issue16,Business,1,0
HOUSE/GA12 BARROW SHOW YOU,TzRAoILd5QA,mention3,Hope,0,0
HOUSE/GA12 BARROW SHOW YOU,TzRAoILd5QA,mention3,Hope,0,0
HOUSE/GA12 BARROW SHOW YOU,TzRAoILd5QA,mention3,Hope,0,0
HOUSE/GA12 BARROW SHOW YOU,TzRAoILd5QA,mention3,Hope,0,0
HOUSE/GA12 BARROW SHOW YOU,TzRAoILd5QA,mention3,Hope,0,0
HOUSE/HI01 DCCC&TAKAI CHAMPION FOR OUR FAMILIES,cPY7H8GRXw0,issue11,Deficit/Budget/Debt,0,1
HOUSE/HI01 DCCC&TAKAI CHAMPION FOR OUR FAMILIES,cPY7H8GRXw0,issue11,Deficit/Budget/Debt,1,1
HOUSE/HI01 DCCC&TAKAI CHAMPION FOR OUR FAMILIES,cPY7H8GRXw0,issue11,Deficit/Budget/Debt,0,1
HOUSE/HI01 DCCC&TAKAI CHAMPION FOR OUR FAMILIES,cPY7H8GRXw0,issue11,Deficit/Budget/Debt,0,1
HOUSE/HI01 DCCC&TAKAI CHAMPION FOR OUR FAMILIES,cPY7H8GRXw0,issue11,Deficit/Budget/Debt,1,1
HOUSE/HI01 HANABUSA THIS ELECTION IS PIVOTAL,Ll1e4mAKXRQ,republicans,Republicans,0,0
HOUSE/HI01 HANABUSA THIS ELECTION IS PIVOTAL,Ll1e4mAKXRQ,republicans,Republicans,1,0
HOUSE/HI01 HANABUSA THIS ELECTION IS PIVOTAL,Ll1e4mAKXRQ,republicans,Republicans,1,0
HOUSE/HI01 HANABUSA THIS ELECTION IS PIVOTAL,Ll1e4mAKXRQ,republicans,Republicans,1,0
HOUSE/HI01 HANABUSA THIS ELECTION IS PIVOTAL,Ll1e4mAKXRQ,republicans,Republicans,1,0
HOUSE/HI01 TAKAI DAY AT THE BEACH,DvPFNVhQYbM,issue18,Employment/Jobs,1,1
HOUSE/HI01 TAKAI DAY AT THE BEACH,DvPFNVhQYbM,issue18,Employment/Jobs,1,1
HOUSE/HI01 TAKAI DAY AT THE BEACH,DvPFNVhQYbM,issue18,Employment/Jobs,1,1
HOUSE/HI01 TAKAI DAY AT THE BEACH,DvPFNVhQYbM,issue18,Employment/Jobs,0,1
HOUSE/HI01 TAKAI DAY AT THE BEACH,DvPFNVhQYbM,issue18,Employment/Jobs,0,1
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,issue56,Social Security,1,1
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,issue56,Social Security,1,1
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,issue56,Social Security,1,1
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,issue56,Social Security,1,1
HOUSE/IA01 MURPHY BLACK AND WHITE,erYoIWh-toE,issue56,Social Security,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,issue55,Medicare,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,issue55,Medicare,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,issue55,Medicare,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,issue55,Medicare,1,1
HOUSE/IA01 NRCC&BLUM CHUCK GRASSLEY,u4Br_xWqNiE,issue55,Medicare,1,1
HOUSE/IA02 MILLER-MEEKS MARTY FORD,nCNxKdW3ZPo,issue62,Veterans,1,1
HOUSE/IA02 MILLER-MEEKS MARTY FORD,nCNxKdW3ZPo,issue62,Veterans,1,1
HOUSE/IA02 MILLER-MEEKS MARTY FORD,nCNxKdW3ZPo,issue62,Veterans,1,1
HOUSE/IA02 MILLER-MEEKS MARTY FORD,nCNxKdW3ZPo,issue62,Veterans,1,1
HOUSE/IA02 MILLER-MEEKS MARTY FORD,nCNxKdW3ZPo,issue62,Veterans,1,1
HOUSE/IA03 APPEL IOWA INDEPENDENCE,COG1eM-U7HQ,issue16,Business,1,1
HOUSE/IA03 APPEL IOWA INDEPENDENCE,COG1eM-U7HQ,issue16,Business,1,1
HOUSE/IA03 APPEL IOWA INDEPENDENCE,COG1eM-U7HQ,issue16,Business,1,1
HOUSE/IA03 APPEL IOWA INDEPENDENCE,COG1eM-U7HQ,issue16,Business,1,1
HOUSE/IA03 APPEL IOWA INDEPENDENCE,COG1eM-U7HQ,issue16,Business,1,1
HOUSE/IA03 APPEL NO SUPRISE,xmD6gahv2KA,congmt,Congress,1,1
HOUSE/IA03 APPEL NO SUPRISE,xmD6gahv2KA,congmt,Congress,0,1
HOUSE/IA03 APPEL NO SUPRISE,xmD6gahv2KA,congmt,Congress,1,1
HOUSE/IA03 APPEL NO SUPRISE,xmD6gahv2KA,congmt,Congress,1,1
HOUSE/IA03 APPEL NO SUPRISE,xmD6gahv2KA,congmt,Congress,1,1
HOUSE/IA03 LATHAM BOSWELL LOOK AT HIS RECORD,qG37Cd4ye7A,issue12,Government Spending,1,1
HOUSE/IA03 LATHAM BOSWELL LOOK AT HIS RECORD,qG37Cd4ye7A,issue12,Government Spending,1,1
HOUSE/IA03 LATHAM BOSWELL LOOK AT HIS RECORD,qG37Cd4ye7A,issue12,Government Spending,0,1
HOUSE/IA03 LATHAM BOSWELL LOOK AT HIS RECORD,qG37Cd4ye7A,issue12,Government Spending,0,1
HOUSE/IA03 LATHAM BOSWELL LOOK AT HIS RECORD,qG37Cd4ye7A,issue12,Government Spending,1,1
HOUSE/IA03 LATHAM IOWA COMMON SENSE,9FgGwwUAHn8,congmt,Congress,0,0
HOUSE/IA03 LATHAM IOWA COMMON SENSE,9FgGwwUAHn8,congmt,Congress,0,0
HOUSE/IA03 LATHAM IOWA COMMON SENSE,9FgGwwUAHn8,congmt,Congress,0,0
HOUSE/IA03 LATHAM IOWA COMMON SENSE,9FgGwwUAHn8,congmt,Congress,1,0
HOUSE/IA03 LATHAM IOWA COMMON SENSE,9FgGwwUAHn8,congmt,Congress,0,0
HOUSE/IA04 KING TELL IT LIKE IT IS,4Vm46ipn0KU,issue12,Government Spending,1,1
HOUSE/IA04 KING TELL IT LIKE IT IS,4Vm46ipn0KU,issue12,Government Spending,0,1
HOUSE/IA04 KING TELL IT LIKE IT IS,4Vm46ipn0KU,issue12,Government Spending,0,1
