"creative","racelab","rep","dem","third","repinc","deminc","thirdinc","win","thirdpty","inc","won"
"HOUSE/CO07 COORS PERLMUTTER'S RECORD IS SIMPLE","hou2012","Coors, Joe","Perlmutter, Ed","Campbell, Douglas",0,1,0,"D",NA,0,0
"HOUSE/CO07 COORS THAT'S NOT ME","hou2012","Coors, Joe","Perlmutter, Ed","Campbell, Douglas",0,1,0,"D",NA,0,0
"HOUSE/CO07 COORS THAT'S NOT ME REV","hou2012","Coors, Joe","Perlmutter, Ed","Campbell, Douglas",0,1,0,"D",NA,0,0
"HOUSE/CO07 COORS THAT'S NOT ME REV 2","hou2012","Coors, Joe","Perlmutter, Ed","Campbell, Douglas",0,1,0,"D",NA,0,0
"HOUSE/CO07 PERLMUTTER COORS DESPICABLE THINGS","hou2012","Coors, Joe","Perlmutter, Ed","Campbell, Douglas",0,1,0,"D",NA,1,1
"HOUSE/CO07 PERLMUTTER COORS MONEY WHERE HIS MOUTH IS","hou2012","Coors, Joe","Perlmutter, Ed","Campbell, Douglas",0,1,0,"D",NA,1,1
"HOUSE/CO07 PERLMUTTER DEANNE AND CHAD STORY","hou2012","Coors, Joe","Perlmutter, Ed","Campbell, Douglas",0,1,0,"D",NA,1,1
"HOUSE/CO07 PERLMUTTER DIFFERENT IDEA","hou2012","Coors, Joe","Perlmutter, Ed","Campbell, Douglas",0,1,0,"D",NA,1,1
"HOUSE/CO07 PERLMUTTER DIFFERENT IDEA REV","hou2012","Coors, Joe","Perlmutter, Ed","Campbell, Douglas",0,1,0,"D",NA,1,1
"HOUSE/CO07 PERLMUTTER&DCCC DIFFERENT IDEA","hou2012","Coors, Joe","Perlmutter, Ed","Campbell, Douglas",0,1,0,"D",NA,1,1
"HOUSE/CO07 PERLMUTTER&DCCC DIFFERENT IDEA REV","hou2012","Coors, Joe","Perlmutter, Ed","Campbell, Douglas",0,1,0,"D",NA,1,1
"HOUSE/CT02 COURTNEY COMMITMENT","hou2012","Formica, Paul","Courtney, Joe","Bennett, Colin D.",0,1,0,"D",NA,1,1
"HOUSE/CT02 COURTNEY COMMITMENT REV","hou2012","Formica, Paul","Courtney, Joe","Bennett, Colin D.",0,1,0,"D",NA,1,1
"HOUSE/CT02 COURTNEY SUBMARINE CONSTRUCTION","hou2012","Formica, Paul","Courtney, Joe","Bennett, Colin D.",0,1,0,"D",NA,1,1
"HOUSE/CT05 ESTY ON THE BACKS OF THE ELDERLY","hou2012","Roraback, Andrew","Esty, Elizabeth","",0,0,0,"D",NA,0,1
"HOUSE/CT05 ESTY RORABACK SMEAR NOT TRUE","hou2012","Roraback, Andrew","Esty, Elizabeth","",0,0,0,"D",NA,0,1
"HOUSE/CT05 ESTY WHEN WASHINGTON REPUBLICANS CALL","hou2012","Roraback, Andrew","Esty, Elizabeth","",0,0,0,"D",NA,0,1
"HOUSE/CT05 ESTY&DCCC WALKS THE WALK","hou2012","Roraback, Andrew","Esty, Elizabeth","",0,0,0,"D",NA,0,1
"HOUSE/CT05 RORABACK ESTY FALSE ATTACKS","hou2012","Roraback, Andrew","Esty, Elizabeth","",0,0,0,"D",NA,0,0
"HOUSE/CT05 RORABACK ESTY MOVE OUT","hou2012","Roraback, Andrew","Esty, Elizabeth","",0,0,0,"D",NA,0,0
"HOUSE/CT05 RORABACK ESTY TOLD SENIORS","hou2012","Roraback, Andrew","Esty, Elizabeth","",0,0,0,"D",NA,0,0
"HOUSE/CT05 RORABACK SOLUTIONS","hou2012","Roraback, Andrew","Esty, Elizabeth","",0,0,0,"D",NA,0,0
"HOUSE/FL02 LAWSON AT LUNCH TIME","hou2012","Southerland, Steve","Lawson, Al","Miller, Floyd",1,0,0,"R",NA,0,0
"HOUSE/FL02 LAWSON LOST EVERYTHING BIO","hou2012","Southerland, Steve","Lawson, Al","Miller, Floyd",1,0,0,"R",NA,0,0
"HOUSE/FL02 LAWSON SOUTHERLAND OUT OF TOUCH","hou2012","Southerland, Steve","Lawson, Al","Miller, Floyd",1,0,0,"R",NA,0,0
"HOUSE/FL02 LAWSON SOUTHERLAND PROMISED TO CHANGE CONGRESS","hou2012","Southerland, Steve","Lawson, Al","Miller, Floyd",1,0,0,"R",NA,0,0
"HOUSE/FL02 LAWSON SOUTHERLAND TURNED HIS BACK ON WOMEN","hou2012","Southerland, Steve","Lawson, Al","Miller, Floyd",1,0,0,"R",NA,0,0
"HOUSE/FL02 LAWSON TALLAHASSEE DEMOCRAT","hou2012","Southerland, Steve","Lawson, Al","Miller, Floyd",1,0,0,"R",NA,0,0
"HOUSE/FL02 LAWSON&DCCC SOUTHERLAND OUT OF TOUCH","hou2012","Southerland, Steve","Lawson, Al","Miller, Floyd",1,0,0,"R",NA,0,0
"HOUSE/FL02 SOUTHERLAND LAWSON DOWN IN THE POLLS","hou2012","Southerland, Steve","Lawson, Al","Miller, Floyd",1,0,0,"R",NA,1,1
"HOUSE/FL02 SOUTHERLAND MEET SAMANTHA","hou2012","Southerland, Steve","Lawson, Al","Miller, Floyd",1,0,0,"R",NA,1,1
"HOUSE/FL02 SOUTHERLAND PELOSI LOVES LAWSON","hou2012","Southerland, Steve","Lawson, Al","Miller, Floyd",1,0,0,"R",NA,1,1
"HOUSE/FL02 SOUTHERLAND PEOPLE COME FIRST","hou2012","Southerland, Steve","Lawson, Al","Miller, Floyd",1,0,0,"R",NA,1,1
"HOUSE/FL02 SOUTHERLAND WE HELP PEOPLE","hou2012","Southerland, Steve","Lawson, Al","Miller, Floyd",1,0,0,"R",NA,1,1
"HOUSE/FL02 SOUTHERLAND&NRCC HAPPY WITH WASHINGTON","hou2012","Southerland, Steve","Lawson, Al","Miller, Floyd",1,0,0,"R",NA,1,1
"HOUSE/FL02 SOUTHERLAND&NRCC HAPPY WITH WASHINGTON REV","hou2012","Southerland, Steve","Lawson, Al","Miller, Floyd",1,0,0,"R",NA,1,1
"HOUSE/FL02 SOUTHERLAND&NRCC PEOPLE COME FIRST","hou2012","Southerland, Steve","Lawson, Al","Miller, Floyd",1,0,0,"R",NA,1,1
"HOUSE/FL02 SOUTHERLAND&NRCC WE HELP PEOPLE","hou2012","Southerland, Steve","Lawson, Al","Miller, Floyd",1,0,0,"R",NA,1,1
"HOUSE/FL03 YOHO PIGS AT THE TROUGH REV","hou2012","Yoho, Ted","Gaillot, J.R.","Dodds, Philip",0,0,0,"R",NA,0,1
"HOUSE/FL03 YOHO TED'LL DO WHAT'S RIGHT","hou2012","Yoho, Ted","Gaillot, J.R.","Dodds, Philip",0,0,0,"R",NA,0,1
"HOUSE/FL09 GRAYSON LONG RAISE AGE","hou2012","Long, Todd","Grayson, Alan","",0,0,0,"D",NA,0,1
"HOUSE/FL09 GRAYSON SOCIAL SECURITY","hou2012","Long, Todd","Grayson, Alan","",0,0,0,"D",NA,0,1
"HOUSE/FL09 GRAYSON TAKE ON","hou2012","Long, Todd","Grayson, Alan","",0,0,0,"D",NA,0,1
"HOUSE/FL09 GRAYSON TOM LUPO ENDORSEMENT","hou2012","Long, Todd","Grayson, Alan","",0,0,0,"D",NA,0,1
"HOUSE/FL10 DEMINGS A LOT OF NOISE OUT THERE","hou2012","Webster, Daniel A.","Demings, Val B.","Seegolam, Naipaul",1,0,0,"R",NA,0,0
"HOUSE/FL10 DEMINGS PRAISED","hou2012","Webster, Daniel A.","Demings, Val B.","Seegolam, Naipaul",1,0,0,"R",NA,0,0
"HOUSE/FL10 DEMINGS SET ASIDE THE EXCUSES","hou2012","Webster, Daniel A.","Demings, Val B.","Seegolam, Naipaul",1,0,0,"R",NA,0,0
"HOUSE/FL10 DEMINGS WEBSTER WATCHLIST","hou2012","Webster, Daniel A.","Demings, Val B.","Seegolam, Naipaul",1,0,0,"R",NA,0,0
"HOUSE/FL12  BILIRAKIS WASHINGTON IN GRIDLOCK","hou2012","Bilirakis, Gus Michael","Snow, Jonathan Michael","Russell, John",1,0,0,"R",NA,1,1
"HOUSE/FL13 EHRLICH YOUNG HE'S LOST TOUCH","hou2012","Young, C.W. Bill","Ehrlich, Jessica","",1,0,0,"R",NA,0,0
"HOUSE/FL13 YOUNG FOUGHT TO KEEP MACDILL OPEN","hou2012","Young, C.W. Bill","Ehrlich, Jessica","",1,0,0,"R",NA,1,1
"HOUSE/FL13 YOUNG YEAR AFTER YEAR","hou2012","Young, C.W. Bill","Ehrlich, Jessica","",1,0,0,"R",NA,1,1
"HOUSE/FL13 YOUNG YEAR AFTER YEAR REV","hou2012","Young, C.W. Bill","Ehrlich, Jessica","",1,0,0,"R",NA,1,1
"HOUSE/FL16 BUCHANAN AMERICA'S CAN DO SPIRIT","hou2012","Buchanan, Vern","Fitzgerald, Keith","",1,0,0,"R",NA,1,1
"HOUSE/FL16 BUCHANAN FITZGERALD SUPPORTS RAIDING","hou2012","Buchanan, Vern","Fitzgerald, Keith","",1,0,0,"R",NA,1,1
"HOUSE/FL16 FITZGERALD ABSOLUTELY SICK","hou2012","Buchanan, Vern","Fitzgerald, Keith","",1,0,0,"R",NA,0,0
"HOUSE/FL16 FITZGERALD MIDDLE CLASS FAMILY LIKE MINE 60","hou2012","Buchanan, Vern","Fitzgerald, Keith","",1,0,0,"R",NA,0,0
"HOUSE/FL16 FITZGERALD&DCCC ABSOLUTELY SICK","hou2012","Buchanan, Vern","Fitzgerald, Keith","",1,0,0,"R",NA,0,0
"HOUSE/FL18 MURPHY AWFUL PICTURE","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,0,1
"HOUSE/FL18 MURPHY CPA","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,0,1
"HOUSE/FL18 MURPHY GET RIGHT DOWN TO IT","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,0,1
"HOUSE/FL18 MURPHY KIDS PLAYGROUND","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,0,1
"HOUSE/FL18 MURPHY TIME OUT","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,0,1
"HOUSE/FL18 MURPHY TRUTH BY THE NUMBERS","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,0,1
"HOUSE/FL18 MURPHY TRUTH ON JOBS","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,0,1
"HOUSE/FL18 MURPHY WEST FACTS","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,0,1
"HOUSE/FL18 MURPHY WEST TAKE IT AWAY","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,0,1
"HOUSE/FL18 MURPHY WEST WRONG FOR WOMEN","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,0,1
"HOUSE/FL18 MURPHY&DCCC TWICE","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,0,1
"HOUSE/FL18 WEST ANGELA WEST","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST GREATEST COUNTRY ON EARTH","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST IRAN THREATENING ISRAEL AND AMERICA","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST JOBS","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST JUST GETTING STARTED 60","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST MURPHY A COWARD","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST MURPHY CAN'T BE TRUSTED","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST MURPHY CUT MEDICARE","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST MURPHY DETAILS SHOCKING","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST MURPHY IS DESPERATE","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST MURPHY ISN'T BEING HONEST","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST MURPHY ISN'T TELLING YOU THE TRUTH","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST MURPHY'S JOBS PLAN","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST ROBERT DELGADO 60","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST ROGER DUNSHEE","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST SENIORS","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST SHAMEFUL","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST THAT NIGHT","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST VETERANS","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST WE HAVE A RESPONSIBILITY","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST WE KNOW MURPHY SUPPORTS OBAMACARE","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL18 WEST WHO IS PATRICK MURPHY","hou2012","West, Allen","Murphy, Patrick","Holloman, Marilyn Davis",1,0,0,"D",NA,1,0
"HOUSE/FL19 RADEL AT HOME WE BALANCE OUR BUDGET","hou2012","Radel, Trey","Roach, Jim","Smith, Brandon M.",0,0,0,"R",NA,0,1
"HOUSE/FL19 ROACH ACTION NOT TALK","hou2012","Radel, Trey","Roach, Jim","Smith, Brandon M.",0,0,0,"R",NA,0,0
"HOUSE/FL20 TERRY A VOTE FOR DEAD BABIES","hou2012","","Hastings, Alcee L.","Terry, Randall",0,1,0,"D",NA,0,0
"HOUSE/FL20 TERRY BROKEN SEX TOY","hou2012","","Hastings, Alcee L.","Terry, Randall",0,1,0,"D",NA,0,0
"HOUSE/FL20 TERRY IS YOUR BABY A PUNISHMENT 15","hou2012","","Hastings, Alcee L.","Terry, Randall",0,1,0,"D",NA,0,0
"HOUSE/FL20 TERRY MUSLIM TERRORISTS","hou2012","","Hastings, Alcee L.","Terry, Randall",0,1,0,"D",NA,0,0
"HOUSE/FL22 FRANKEL HASNER NEVER ON OUR SIDE","hou2012","Hasner, Adam","Frankel, Lois","",0,0,0,"D",NA,0,1
"HOUSE/FL22 FRANKEL HASNER REAL","hou2012","Hasner, Adam","Frankel, Lois","",0,0,0,"D",NA,0,1
"HOUSE/FL22 FRANKEL KIDS LEARN BUT NOT LIKE THIS","hou2012","Hasner, Adam","Frankel, Lois","",0,0,0,"D",NA,0,1
"HOUSE/FL22 FRANKEL MEDICARE FRAUD","hou2012","Hasner, Adam","Frankel, Lois","",0,0,0,"D",NA,0,1
"HOUSE/FL22 HASNER FRANKEL GOTTA GO","hou2012","Hasner, Adam","Frankel, Lois","",0,0,0,"D",NA,0,0
"HOUSE/FL22 HASNER IT'S ABOUT MATH","hou2012","Hasner, Adam","Frankel, Lois","",0,0,0,"D",NA,0,0
"HOUSE/FL22 HASNER START","hou2012","Hasner, Adam","Frankel, Lois","",0,0,0,"D",NA,0,0
"HOUSE/FL22 HASNER&NRCC FRANKEL CORRUPTION","hou2012","Hasner, Adam","Frankel, Lois","",0,0,0,"D",NA,0,0
"HOUSE/FL23 HARRINGTON FAILED POLICIES","hou2012","Harrington, Karen","WassermanSchultz, Debbie","Katz, Ilya",0,1,0,"D",NA,0,0
"HOUSE/FL23 HARRINGTON FOR OVER THIRTY YEARS","hou2012","Harrington, Karen","WassermanSchultz, Debbie","Katz, Ilya",0,1,0,"D",NA,0,0
"HOUSE/FL23 WASSERMAN-SCHULTZ AS A MOM","hou2012","Harrington, Karen","WassermanSchultz, Debbie","Katz, Ilya",0,1,0,"D",NA,1,1
"HOUSE/FL26 RIVERA GARCIA POLITICAL CORRUPTION","hou2012","Rivera, David","Garcia, Joe","Fernandez, Angel",1,0,0,"D",NA,1,0
"HOUSE/GA01 KINGSTON BALANCING THE BUDGET","hou2012","Kingston, Jack","Messinger, Lesli","",1,0,0,"R",NA,1,1
"HOUSE/GA01 KINGSTON HERE'S WHAT PEOPLE ARE SAYING","hou2012","Kingston, Jack","Messinger, Lesli","",1,0,0,"R",NA,1,1
"HOUSE/GA01 KINGSTON HOPING FOR A CHANGE","hou2012","Kingston, Jack","Messinger, Lesli","",1,0,0,"R",NA,1,1
"HOUSE/GA01 MESSINGER FOCUS RESOURCES","hou2012","Kingston, Jack","Messinger, Lesli","",1,0,0,"R",NA,0,0
"HOUSE/GA02 BISHOP I KNOW WHO MY FRIENDS ARE","hou2012","House, John","Bishop, Sanford","",0,1,0,"D",NA,1,1
"HOUSE/GA02 BISHOP ROBERT WALKER AGENT ORANGE","hou2012","House, John","Bishop, Sanford","",0,1,0,"D",NA,1,1
"HOUSE/GA02 HOUSE THREE THINGS","hou2012","House, John","Bishop, Sanford","",0,1,0,"D",NA,0,0
"HOUSE/GA12 ANDERSON BARROW LIES","hou2012","Anderson, Lee","Barrow, John","",0,1,0,"D",NA,0,0
"HOUSE/GA12 ANDERSON BROMANCE","hou2012","Anderson, Lee","Barrow, John","",0,1,0,"D",NA,0,0
"HOUSE/GA12 ANDERSON YOU DON'T SIT AROUND","hou2012","Anderson, Lee","Barrow, John","",0,1,0,"D",NA,0,0
"HOUSE/GA12 ANDERSON&NRCC BARROW LIES","hou2012","Anderson, Lee","Barrow, John","",0,1,0,"D",NA,0,0
"HOUSE/GA12 ANDERSON&NRCC BROMANCE","hou2012","Anderson, Lee","Barrow, John","",0,1,0,"D",NA,0,0
"HOUSE/GA12 ANDERSON&NRCC YOU DON'T SIT AROUND","hou2012","Anderson, Lee","Barrow, John","",0,1,0,"D",NA,0,0
"HOUSE/GA12 BARROW ANDERSON ON TAXES","hou2012","Anderson, Lee","Barrow, John","",0,1,0,"D",NA,1,1
"HOUSE/GA12 BARROW CUT WASTEFUL SPENDING","hou2012","Anderson, Lee","Barrow, John","",0,1,0,"D",NA,1,1
"HOUSE/GA12 BARROW HOW IS JOHN DIFFERENT","hou2012","Anderson, Lee","Barrow, John","",0,1,0,"D",NA,1,1
"HOUSE/GA12 BARROW INSTITUTE","hou2012","Anderson, Lee","Barrow, John","",0,1,0,"D",NA,1,1
"HOUSE/GA12 BARROW IS READY TO DEBATE","hou2012","Anderson, Lee","Barrow, John","",0,1,0,"D",NA,1,1
"HOUSE/GA12 BARROW MY GUNS","hou2012","Anderson, Lee","Barrow, John","",0,1,0,"D",NA,1,1
"HOUSE/GA12 BARROW SINCE I WAS HERE LAST TIME","hou2012","Anderson, Lee","Barrow, John","",0,1,0,"D",NA,1,1
"HOUSE/GA12 BARROW SOME PEOPLE LIKE ME","hou2012","Anderson, Lee","Barrow, John","",0,1,0,"D",NA,1,1
"HOUSE/GA12 BARROW WHEN","hou2012","Anderson, Lee","Barrow, John","",0,1,0,"D",NA,1,1
"HOUSE/GA12 BARROW WOULD NEVER DO THAT","hou2012","Anderson, Lee","Barrow, John","",0,1,0,"D",NA,1,1
"HOUSE/GA12 BARROW YOU'RE WORKING HARD","hou2012","Anderson, Lee","Barrow, John","",0,1,0,"D",NA,1,1
"HOUSE/HI01 DJOU DAWN","hou2012","Djou, Charles","Hanabusa, Colleen","",0,1,0,"D",NA,0,0
"HOUSE/HI01 DJOU I BELIEVE","hou2012","Djou, Charles","Hanabusa, Colleen","",0,1,0,"D",NA,0,0
"HOUSE/HI01 DJOU I BELIEVE REV","hou2012","Djou, Charles","Hanabusa, Colleen","",0,1,0,"D",NA,0,0
"HOUSE/HI01 DJOU I SEE MY KIDS' FACES","hou2012","Djou, Charles","Hanabusa, Colleen","",0,1,0,"D",NA,0,0
"HOUSE/HI01 DJOU NEW FEELING OF HOPE AND PROGRESS","hou2012","Djou, Charles","Hanabusa, Colleen","",0,1,0,"D",NA,0,0
"HOUSE/HI01 DJOU PROUD OF MY SON IN LAW","hou2012","Djou, Charles","Hanabusa, Colleen","",0,1,0,"D",NA,0,0
"HOUSE/HI01 DJOU STACEY","hou2012","Djou, Charles","Hanabusa, Colleen","",0,1,0,"D",NA,0,0
"HOUSE/HI01 DJOU THINGS HAVE GOT TO CHANGE","hou2012","Djou, Charles","Hanabusa, Colleen","",0,1,0,"D",NA,0,0
"HOUSE/HI01 DJOU WORKING TOGETHER 15","hou2012","Djou, Charles","Hanabusa, Colleen","",0,1,0,"D",NA,0,0
"HOUSE/HI01 HANABUSA DANIEL AKAKA ENDORSEMENT","hou2012","Djou, Charles","Hanabusa, Colleen","",0,1,0,"D",NA,1,1
"HOUSE/HI01 HANABUSA DEDICATION","hou2012","Djou, Charles","Hanabusa, Colleen","",0,1,0,"D",NA,1,1
"HOUSE/HI01 HANABUSA SUCH A SPECIAL PLACE","hou2012","Djou, Charles","Hanabusa, Colleen","",0,1,0,"D",NA,1,1
"HOUSE/HI01 HANABUSA THIS ELECTION IS PIVOTAL","hou2012","Djou, Charles","Hanabusa, Colleen","",0,1,0,"D",NA,1,1
"HOUSE/HI01 HANABUSA VETERANS RECOGNIZE","hou2012","Djou, Charles","Hanabusa, Colleen","",0,1,0,"D",NA,1,1
"HOUSE/HI01 HANABUSA YOUR VOICE","hou2012","Djou, Charles","Hanabusa, Colleen","",0,1,0,"D",NA,1,1
"HOUSE/IA01 BRALEY BRASS","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,1,1
"HOUSE/IA01 BRALEY BROOKLYN IOWA","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,1,1
"HOUSE/IA01 BRALEY GROWING UP","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,1,1
"HOUSE/IA01 BRALEY GROWING UP 60","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,1,1
"HOUSE/IA01 BRALEY HAVING A JOB","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,1,1
"HOUSE/IA01 BRALEY LANGE A LOT OF NEW PLANS","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,1,1
"HOUSE/IA01 BRALEY LANGE HAS A DIFFERENT PLAN","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,1,1
"HOUSE/IA01 BRALEY LANGE WOULD END MEDICARE","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,1,1
"HOUSE/IA01 BRALEY MY DAD","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,1,1
"HOUSE/IA01 BRALEY NURSING HOME CARE","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,1,1
"HOUSE/IA01 BRALEY ON TAXES A CLEAR CHOICE","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,1,1
"HOUSE/IA01 HUGHES IT'S TIME WE KICK","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,0,0
"HOUSE/IA01 KRAIL INNOCENT BLOOD","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,0,0
"HOUSE/IA01 LANGE BRALEY BEING DISHONEST","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,0,0
"HOUSE/IA01 LANGE BRALEY GUTLESS","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,0,0
"HOUSE/IA01 LANGE GOING BROKE","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,0,0
"HOUSE/IA01 LANGE IOWANS DESERVE THE TRUTH","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,0,0
"HOUSE/IA01 LANGE QUASKY VALUES","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,0,0
"HOUSE/IA01 LANGE&NRCC BRALEY THE TRUTH","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,0,0
"HOUSE/IA01 LANGE&NRCC BRALEY'S BROKEN PROMISES","hou2012","Lange, Benjamin M.","Braley, Bruce","Hughes, Gregory James",0,1,0,"D",NA,0,0
"HOUSE/IA02 ARCHER LOEBSACK GONE TOO FAR","hou2012","Archer, John","Loebsack, David","Aversa, Alan",0,1,0,"D",NA,0,0
"HOUSE/IA02 ARCHER NEXT GENERATION","hou2012","Archer, John","Loebsack, David","Aversa, Alan",0,1,0,"D",NA,0,0
"HOUSE/IA02 AVERSA INNOCENT BLOOD","hou2012","Archer, John","Loebsack, David","Aversa, Alan",0,1,0,"D",NA,0,0
"HOUSE/IA02 LOEBSACK ANOTHER JOB","hou2012","Archer, John","Loebsack, David","Aversa, Alan",0,1,0,"D",NA,1,1
"HOUSE/IA02 LOEBSACK ARCHER WHOA","hou2012","Archer, John","Loebsack, David","Aversa, Alan",0,1,0,"D",NA,1,1
"HOUSE/IA02 LOEBSACK THEY FOUGHT FOR US","hou2012","Archer, John","Loebsack, David","Aversa, Alan",0,1,0,"D",NA,1,1
"HOUSE/IA02 LOEBSACK WHAT'S RIGHT","hou2012","Archer, John","Loebsack, David","Aversa, Alan",0,1,0,"D",NA,1,1
"HOUSE/IA02 LOEBSACK&DCCC ARCHER UNFAIR TRADE","hou2012","Archer, John","Loebsack, David","Aversa, Alan",0,1,0,"D",NA,1,1
"HOUSE/IA03 BOSWELL DEAL","hou2012","Latham, Tom","Boswell, Leonard L.","Batcher, Scott G.",1,0,0,"R",NA,0,0
"HOUSE/IA03 BOSWELL DEAL CONTINUED","hou2012","Latham, Tom","Boswell, Leonard L.","Batcher, Scott G.",1,0,0,"R",NA,0,0
"HOUSE/IA03 BOSWELL LATHAM MOVED JOBS","hou2012","Latham, Tom","Boswell, Leonard L.","Batcher, Scott G.",1,0,0,"R",NA,0,0
"HOUSE/IA03 BOSWELL NO ONE GETS LEFT BEHIND","hou2012","Latham, Tom","Boswell, Leonard L.","Batcher, Scott G.",1,0,0,"R",NA,0,0
"HOUSE/IA03 BOSWELL WHO WINS WHO LOSES","hou2012","Latham, Tom","Boswell, Leonard L.","Batcher, Scott G.",1,0,0,"R",NA,0,0
